Superkingdom,Phylum,Class,Order,Family,Genus,Species_group,Species
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella bivia
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae/Enterobacteriaceae,Pantoea/Leclercia,Pantoea agglomerans group,Pantoea agglomerans/Leclercia adecarboxylata
Bacteria <bacteria>,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrionaceae,Desulfovibrionaceae,Desulfovibrionaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,Anaerosporobacter,Anaerosporobacter
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter/Enterobacter,Citrobacter freundii complex/Enterobacter cloacae complex,Enterobacter roggenkampii/Citrobacter gillenii
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Frankiales,Frankiaceae,Frankia,Frankia,Frankia
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia/Obesumbacterium,Hafnia/Obesumbacterium,Hafnia alvei/Obesumbacterium proteus
Bacteria <bacteria>,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus,Acidaminococcus fermentans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea,Dorea phocaeensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacteriaceae,Eubacteriaceae,Eubacteriaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia,Blautia faecicola
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,Muricomes,Muricomes intestini
Bacteria <bacteria>,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium,Fusobacterium nucleatum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium,Lachnoclostridium phocaeense
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium,Amedibacterium intestinale
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella marseillensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia,Hafnia
Bacteria <bacteria>,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes
Bacteria <bacteria>,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma,Asteroleplasma
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Massilimaliae,Massilimaliae,Massilimaliae
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera,Megasphaera
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales,Intestinimonas,Intestinimonas,Intestinimonas
Bacteria <bacteria>,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium,Fusobacterium ulcerans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella,Tyzzerella
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes,Alistipes communis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus,Coprococcus phoceensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus <enterobacteria>,Proteus <enterobacteria>,Proteus penneri/vulgaris
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,Enterobacter mori
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,Pseudocitrobacter,Pseudocitrobacter faecalis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella <enterobacteria>,Morganella <enterobacteria>,Morganella morganii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,Faecalicatena,Faecalicatena
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus prevotii/tetradius
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,Phocea,Phocea
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium,Ruminiclostridium,Ruminiclostridium papyrosolvens
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus octavius
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus mediterraneensis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacteriaceae,Bifidobacteriaceae,Bifidobacteriaceae
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus orisratti
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidales,Phocaeicola,Phocaeicola,Phocaeicola coprophilus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Micrococcales,Micrococcaceae,Rothia <high GC Gram+>,Rothia <high GC Gram+>,Rothia mucilaginosa
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia,Providencia alcalifaciens/rustigianii
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia,Adlercreutzia equolifaciens
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia,Schaalia
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella histicola
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,Mediterranea,Mediterranea
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella,Raoultella ornithinolytica/terrigena
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella quasivariicola
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Metaprevotella,Metaprevotella,Metaprevotella
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella,Veillonella rogosae
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus alactolyticus/gallolyticus/pasteurianus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus,Peptostreptococcus anaerobius
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes,Alistipes indistinctus
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia,Hafnia alvei/paralvei
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter,Cronobacter turicensis/universalis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster,Enterocloster citroniae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella,Raoultella ornithinolytica/planticola
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,Cuneatibacter,Cuneatibacter
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia/Buttiauxella,Lelliottia/Buttiauxella,Lelliottia amnigena/Buttiauxella agrestis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus gordonii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia/Provencibacterium,Harryflintia/Provencibacterium,Provencibacterium massiliense/Harryflintia acetispora
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas,Butyricimonas
Bacteria <bacteria>,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,Phascolarctobacterium
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Extibacter,Extibacter,Extibacter muris
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium sartagoforme
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter,Cronobacter universalis
Bacteria <bacteria>,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus,Acidaminococcus provencensis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Micrococcales,Micrococcaceae,Rothia <high GC Gram+>,Rothia <high GC Gram+>,Rothia dentocariosa
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor,Pseudoflavonifractor capillosus
Bacteria <bacteria>,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus,Cloacibacillus porcorum
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc,Leuconostoc gelidum/inhae
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus kitasatonis
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidales,Bacteroidales,Bacteroidales,Bacteroidales
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Casaltella,Casaltella,Casaltella
Bacteria <bacteria>,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter,Campylobacter
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella,Hungatella
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella granulomatis
Bacteria <bacteria>,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum,Rhodospirillum
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus brevis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter,Atlantibacter hermannii
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales,Colidextribacter,Colidextribacter,Colidextribacter
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium,Eubacterium limosum
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia,Providencia rustigianii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella,Christensenella massiliensis
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas,Butyricimonas virosa
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus lactis
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania,Holdemania filiformis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus curvatus
Bacteria <bacteria>,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella,Mitsuokella
Bacteria <bacteria>,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia,Leptotrichia wadei
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus hydrogenalis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridiaceae,Hungateiclostridiaceae,Hungateiclostridiaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus,Ruminococcus champanellensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus <enterobacteria>,Proteus <enterobacteria>,Proteus hauseri/terrae
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus,Mobiluncus curtisii/holmesii
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister,Dialister propionicifaciens
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,Robinsoniella,Robinsoniella peoriensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales,Metabacterium,Metabacterium,Metabacterium
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus algidus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,Anaerofilum,Anaerofilum
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter,Odoribacter laneus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter,Peptacetobacter hiranonis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella,Rahnella
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora,Lacrimispora xylanolytica
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum,Lachnoanaerobaculum
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas,Porphyromonas uenonis
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Colibacter,Colibacter,Colibacter
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absiella,Absiella,Absiella argi
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter,Oscillibacter ruminantium
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,Frisingicoccus,Frisingicoccus caecimuris
Bacteria <bacteria>,Synergistetes,Synergistia,Synergistales,Synergistaceae,Rarimicrobium,Rarimicrobium,Rarimicrobium hominis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,Clostridiaceae/Ruminococcaceae,Clostridiaceae/Ruminococcaceae,Clostridiaceae/Ruminococcaceae
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia/Asaccharobacter,Adlercreutzia/Asaccharobacter,Asaccharobacter celatus/Adlercreutzia equolifaciens
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Ellagibacter,Ellagibacter,Ellagibacter
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella,Veillonella seminalis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus raffinosus
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <firmicutes>,Bacillus <firmicutes>,Bacillus oleronius
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,Faecalicatena,Faecalicatena fissicatena
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes,Alistipes senegalensis
Bacteria <bacteria>,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium,Fusobacterium varium
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus canintestini/dispar
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium sporogenes
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus,Mobiluncus curtisii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Paludicola <firmicutes>,Paludicola <firmicutes>,Paludicola <firmicutes>
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter,Gordonibacter pamelaeae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter,Citrobacter
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor,Lactonifactor longoviformis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus infantarius
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella,Olsenella
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas,Porphyromonas somerae
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus sakei
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,Agathobaculum/Butyricicoccus,Agathobaculum/Butyricicoccus,Agathobaculum/Butyricicoccus
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera,Megasphaera stantonii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales,Lawsonibacter,Lawsonibacter,Lawsonibacter
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus,Lactococcus
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma,Dielma fastidiosa
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter/Cronobacter,Pseudocitrobacter/Cronobacter,Pseudocitrobacter/Cronobacter
Bacteria <bacteria>,Firmicutes,Tissierellia/Clostridia,Tissierellales/Clostridiales,Peptoniphilaceae,Murdochiella/Levyella,Murdochiella/Levyella,Murdochiella asaccharolytica/Levyella massiliensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter,Catabacter,Catabacter hongkongensis
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera,Megasphaera micronuciformis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus avium/casseliflavus
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichaceae
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Dakarella/Mesosutterella,Dakarella/Mesosutterella,Dakarella massiliensis/Mesosutterella multiformis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Massilioclostridium,Massilioclostridium,Massilioclostridium
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella,Veillonella
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes,Anaerostipes rhamnosivorans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia,Blautia luti
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas maltophilia group
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus,Lactiplantibacillus plantarum
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus,Peptoniphilus lacrimalis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catenibacillus,Catenibacillus,Catenibacillus
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus,Lactiplantibacillus
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,Bacteroides stercorirosoris
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum,Varibaculum
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella,Lancefieldella
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus,Liquorilactobacillus nagelii
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces,Actinomyces oris/viscosus
Bacteria <bacteria>,Bacteria <bacteria>,Bacteria <bacteria>,Bacteria <bacteria>,Bacteria <bacteria>,Bacteria <bacteria>,Bacteria <bacteria>,Bacteria <bacteria>
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,Fournierella,Fournierella
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus,Candidatus Peptoniphilus massiliensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,Faecalicatena,Faecalicatena orotica
Bacteria <bacteria>,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasmataceae,Anaeroplasmataceae,Anaeroplasmataceae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella pasteurii
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas,Butyricimonas faecalis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster,Enterocloster bolteae/citroniae/clostridioformis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus <enterobacteria>,Proteus <enterobacteria>,Proteus columbae/vulgaris
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens group,Pseudomonas extremaustralis/veronii
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus coleohominis
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,Parabacteroides massiliensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,Sellimonas,Sellimonas
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium,Eubacterium maltosivorans
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus,Duodenibacillus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobiaceae,Atopobiaceae,Atopobiaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,Caproiciproducens,Caproiciproducens
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Anaerofustis,Anaerofustis stercorihominis
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,Muribaculaceae,Muribaculaceae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera,Kluyvera ascorbata/georgiana
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,Paraclostridium,Paraclostridium
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera,Kluyvera intermedia
